moradia_classe;moradia_zoneamento;rua_tipo;lote_formato;terreno_contorno;utilidades;lote_config;terreno_declive;vizinhanca;condicao_1;condicao_2;geral_qualidade;geral_condicao;telhado_estilo;telhado_material;exterior_cobertura_1;alvenaria_tipo;exterior_qualidade;exterior_condicao;fundacao_tipo;porao_num_banheiros_lavabos;aquecimento_tipo;aquecimento_qualidade_condicao;ar_condicionado_central;sistema_eletrico_tipo;acima_solo_num_cozinhas;cozinha_qualidade;funcional;entrada_veiculo_pavimentada;venda_tipo;lote_area;construcao_ano;remodelacao_ano;alvenaria_area;porao_area_com_acabamento_1;porao_area_com_acabamento_2;porao_area_sem_acabamento;porao_num_banheiros;primeiro_andar_area;segundo_andar_area;acima_solo_num_banheiros;acima_solo_num_lavabos;acima_solo_num_quartos;acima_solo_num_comodos;total_num_lareiras;garagem_capacidade_carros;deck_madeira_area;varanda_aberta_area;varanda_fechada_area;venda_mes;venda_ano;venda_valor
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;Outros;declive leve;Outros;adjacente a rua alimentadora;normal;acima da média;muito boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;1;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9600;1976;1976;0;978;0;284;0;1262;0;2;0;3;6;1;2;298;0;0;5;2007;181500
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Outros;normal;normal;muito boa;média;quadril;telha padrão (composto);face de tijolo;nenhum;boa;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;17778;1981;1981;0;1632;829;0;1;2497;0;2;0;2;7;2;2;266;0;0;3;2007;373000
duplex - todas os estilos e idades;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;adjacente a rua alimentadora;Outros;média;média;Outros;telha padrão (composto);madeirra compensada;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;2;média;funcionalidade típica;N;WD;18890;1977;1977;1;498;211;652;0;1361;1259;2;2;4;12;1;2;155;24;145;8;2007;190000
060;Residencial vila flutuante;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Somerset;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;7050;2001;2001;0;738;0;319;1;1057;872;2;1;3;7;1;2;0;235;0;5;2007;226000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Northwest Ames;Outros;normal;acima da média;acima da média;duas águas;telha padrão (composto);tapume de metal;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;Outros;11700;1968;1968;41;0;0;912;1;1152;0;1;1;3;7;0;2;0;126;0;9;2007;143450
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Northwest Ames;Outros;normal;acima da média;acima da média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8000;1970;1970;525;915;0;93;1;1403;1008;2;1;4;8;1;2;0;192;0;6;2007;240050
Outros;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Northwest Ames;Outros;normal;acima da média;acima da média;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8723;1969;1969;0;973;0;0;1;1082;0;1;0;3;6;0;2;160;0;0;1;2007;162500
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Northwest Ames;normal;normal;acima da média;média;duas águas;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;regular;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;11700;1968;1968;196;910;0;385;1;1295;0;1;1;3;6;0;2;0;194;0;4;2007;164000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Northwest Ames;normal;normal;boa;boa;quadril;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;11358;1972;1987;0;346;0;778;0;1610;0;2;0;3;8;1;2;202;0;0;5;2007;185000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Northwest Ames;normal;normal;boa;acima da média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;9547;1993;1993;112;0;0;1594;0;1594;0;2;0;2;6;1;2;190;80;0;7;2007;188500
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Northwest Ames;normal;normal;boa;acima da média;duas águas;telha padrão (composto);tapume de metal;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;10530;1993;1993;194;819;0;329;1;1091;984;2;1;3;8;1;2;235;86;0;8;2007;255000
duplex - todas os estilos e idades;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Northwest Ames;adjacente a rua alimentadora;Outros;média;acima da média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;regular;Y;disjuntores padrão e Romex;2;média;funcionalidade típica;Y;WD;11500;1976;1976;164;0;0;1680;0;1680;0;2;0;4;8;0;2;0;0;0;6;2007;136905
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Northwest Ames;normal;normal;acima da média;boa;quadril;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;10738;1966;1966;0;792;0;301;1;1093;0;2;0;3;6;1;2;224;0;0;11;2007;158500
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Northwest Ames;normal;normal;boa;acima da média;quadril;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;regular;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9600;1973;1973;320;916;0;326;0;1242;0;1;1;3;6;1;2;0;0;0;9;2007;175500
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Northwest Ames;normal;normal;acima da média;média;duas águas;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;Outros;10800;1963;1963;203;617;264;171;1;1052;0;1;0;3;6;0;1;0;133;0;2;2007;127000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;8050;1967;1993;0;474;38;437;1;1107;0;1;0;3;5;0;1;88;64;0;3;2007;127000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;NAmes;normal;normal;média;média;duas águas;telha padrão (composto);tapume de metal;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;10355;1967;1967;196;695;0;519;0;1214;0;2;0;3;5;1;1;0;111;0;7;2007;143000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;boa;quadril;telha padrão (composto);tapume de metal;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;10289;1965;1965;168;836;0;237;1;1073;0;1;1;3;6;0;2;0;0;0;6;2007;156000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;média;quadril;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;Outros;Y;WD;9503;1958;1983;0;457;374;193;1;1344;0;1;0;2;6;1;1;316;28;0;6;2007;144000
duplex - todas os estilos e idades;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;abaixo da média;duas águas;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;1;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;2;média;funcionalidade típica;Y;WD;10624;1964;1964;84;40;264;1424;0;1728;0;2;0;6;10;0;1;155;0;0;11;2007;119000
duplex - todas os estilos e idades;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;abaixo da média;média;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;Outros;0;forno de ar quente a gás;média;N;disjuntores padrão e Romex;2;média;funcionalidade típica;Y;WD;10899;1964;1964;0;0;0;0;0;1224;0;2;0;2;8;0;3;0;0;0;4;2007;103000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;média;quadril;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;Outros;Y;WD;12342;1960;1978;0;0;0;978;0;1422;0;1;0;3;6;1;1;0;0;36;8;2007;139900
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;NAmes;normal;normal;acima da média;muito boa;quadril;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;12772;1960;1998;0;498;0;460;0;958;0;1;0;2;5;0;1;0;0;0;4;2007;151500
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;média;duas águas;telha padrão (composto);tapume de metal;Outros;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;Outros;8892;1960;1960;66;0;0;1065;0;1065;0;1;1;3;6;0;2;74;0;0;7;2007;126500
dividida ou multinível;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;acima da média;muito boa;quadril;telha padrão (composto);tapume de vinil;face de tijolo;m\u00e9dia;boa;bloco de concreto;1;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;10482;1958;1958;63;507;0;81;0;1138;0;1;0;3;6;0;1;224;0;0;6;2007;145000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;1;forno de ar quente a gás;regular;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;7535;1958;1985;0;111;279;522;0;912;0;1;0;2;5;0;1;12;285;0;6;2007;120000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;média;quadril;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;boa;Outros;Y;WD;7450;1956;1956;0;438;206;250;0;1074;0;1;0;2;6;1;2;0;72;0;1;2007;124000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;Outros;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8339;1959;1959;0;0;0;0;0;882;0;1;0;3;5;0;1;0;0;0;7;2007;106500
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;NAmes;normal;normal;média;média;quadril;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;Outros;14357;1961;1961;0;311;167;386;1;1187;0;1;0;2;6;1;2;128;0;0;8;2007;140500
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;NAmes;normal;normal;média;boa;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8243;1961;1961;56;700;0;264;0;964;0;1;0;3;5;1;2;170;0;0;2;2007;137500
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;boa;quadril;telha padrão (composto);placa de cimento;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8680;1960;1960;0;0;0;894;0;894;0;1;0;3;5;0;1;0;0;0;1;2007;117600
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;boa;acima da média;quadril;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;1;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;Outros;8800;1966;1966;202;654;0;520;0;1200;0;2;0;3;6;1;2;0;0;0;10;2007;163500
dividida ou multinível;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;acima da média;média;duas águas;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9200;1965;1965;98;494;0;548;0;1042;0;2;0;3;5;0;2;192;0;0;5;2007;161000
dividida ou multinível;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;acima da média;boa;quadril;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;1;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;Outros;Y;Outros;9350;1964;1991;108;270;580;452;0;1302;0;2;0;3;7;0;1;333;0;0;10;2007;158000
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de metal;face de tijolo;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8800;1964;1997;306;414;0;431;0;845;1309;2;1;5;8;1;2;0;0;0;7;2007;224500
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de madeira;face de tijolo;m\u00e9dia;média;bloco de concreto;1;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;11382;1964;1964;212;54;543;533;0;1374;0;1;0;3;7;1;1;0;28;84;8;2007;147000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;NAmes;normal;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de metal;face de tijolo;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;22002;1959;1991;136;1386;0;206;1;1652;0;1;1;3;6;1;2;0;0;0;7;2007;2e+05
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;NAmes;normal;normal;acima da média;acima da média;duas águas;telha padrão (composto);tapume de madeira;face de tijolo;m\u00e9dia;média;bloco de concreto;1;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;14585;1960;1987;85;594;219;331;0;1429;0;1;0;3;7;2;2;216;110;0;6;2007;181900
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;NAmes;normal;normal;média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;7388;1959;2002;0;405;0;658;1;1327;0;1;0;3;7;0;2;0;0;0;7;2007;150750
duplex - todas os estilos e idades;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;Outros;declive leve;NAmes;normal;normal;abaixo da média;média;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;Outros;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;2;média;funcionalidade típica;Y;WD;9842;1962;1962;0;0;0;0;0;1224;0;2;0;2;6;0;2;0;0;0;3;2007;101800
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;acima da média;média;duas águas;telha padrão (composto);face de tijolo;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;boa;funcionalidade típica;Y;WD;8280;1950;1950;0;0;0;932;0;932;0;1;0;2;4;1;1;0;0;214;11;2007;124000
Outros;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;12172;1940;1996;0;130;259;433;0;908;0;1;0;2;4;0;2;284;24;0;10;2007;138500
020;Residencial baixa densidade;pavimentada;regular;depressão;todas as utilidades p\u00fablicas;lote interno;declive moderado;Brookside;normal;normal;Outros;Outros;duas águas;telha padrão (composto);tapume de vinil;nenhum;regular;Outros;Outros;0;forno de ar quente a gás;regular;N;Outros;1;Outros;funcionalidade típica;N;WD;5000;1946;1950;0;0;0;0;0;334;0;1;0;1;2;0;0;0;0;0;1;2007;39300
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;Outros;Outros;duas águas;telha padrão (composto);Outros;nenhum;regular;Outros;bloco de concreto;1;forno de ar quente a gás;regular;N;disjuntores padrão e Romex;1;boa;funcionalidade típica;N;WD;5000;1946;1950;0;299;0;367;0;666;0;1;0;2;4;0;0;0;52;0;4;2007;64500
050;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;adjacente a rua alimentadora;normal;Outros;média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;N;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;Outros;funcionalidade típica;N;WD;3500;1945;1950;0;144;0;226;1;442;228;1;0;2;4;0;0;0;21;0;7;2007;64000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;Outros;Outros;média;muito boa;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;N;Outros;5175;1958;2000;0;150;404;254;0;808;0;1;0;2;5;0;1;143;0;0;7;2007;112000
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;NAmes;adjacente a rua arterial;normal;acima da média;acima da média;duas águas;telha padrão (composto);tapume de vinil;Outros;m\u00e9dia;média;bloco de concreto;1;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9500;1964;1978;272;442;0;374;0;1127;850;1;1;4;9;1;2;0;52;0;6;2007;165000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;acima da média;quadril;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9600;1955;1955;176;368;0;710;1;1150;0;1;0;2;6;0;1;0;0;0;10;2007;144000
duplex - todas os estilos e idades;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;NAmes;adjacente a rua alimentadora;normal;média;média;duas águas;Outros;Outros;pedra;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);2;média;funcionalidade típica;Y;WD;11345;1948;1950;567;220;0;708;0;928;992;2;0;4;10;0;2;0;0;0;7;2007;137000
050;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;adjacente a rua arterial;normal;média;média;duas águas;telha padrão (composto);Outros;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9492;1941;1950;0;368;41;359;1;968;408;1;0;3;6;1;1;0;0;0;4;2007;105000
070;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;adjacente a rua arterial;normal;média;boa;duas águas;telha padrão (composto);tapume de metal;pedra;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;9480;1942;1995;224;386;0;342;0;888;756;1;1;3;7;2;1;168;0;0;6;2007;146500
duplex - todas os estilos e idades;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;NAmes;normal;normal;média;média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;2;média;funcionalidade típica;Y;WD;8668;1968;1968;0;0;0;1560;0;1560;0;2;0;4;8;0;3;0;0;0;5;2007;126000
Outros;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;média;acima da média;duas águas;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;1;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;10050;1966;1966;87;602;0;191;0;1280;0;2;0;3;6;1;2;140;40;0;6;2007;175000
dividida ou multinível;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;acima da média;média;quadril;telha padrão (composto);Outros;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9600;1961;1961;291;600;0;618;1;1254;0;1;0;3;6;1;2;0;0;0;5;2007;158500
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;adjacente a rua alimentadora;normal;média;média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;Outros;10150;1958;1958;1;456;0;456;0;912;0;1;0;2;5;0;1;0;0;0;7;2007;114500
050;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;adjacente a rua alimentadora;normal;média;média;duas águas;telha padrão (composto);tapume de metal;face de tijolo;m\u00e9dia;média;bloco de concreto;0;Outros;média;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;11344;1958;1958;180;460;0;414;0;874;650;1;1;3;7;0;1;0;0;0;7;2007;144000
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;acima da média;média;Outros;Outros;madeirra compensada;Outros;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;Outros;Y;WD;18450;1965;1979;113;187;723;111;0;1465;915;2;1;3;7;1;2;0;265;0;8;2007;129000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;NAmes;normal;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;8760;1957;1999;0;873;0;63;1;936;0;1;0;2;4;0;1;0;0;0;9;2007;141000
